Code,JobNameFa,ISCO08_4,TypeX
9333,باربران (حمل‌و‌نقل),9333,NRM
9334,پرکنندگان قفسه‌ها در‌ فروشگاه‌ها,9334,NRM
9335,رانندگان وسایل نقلیه دستی و حیوان‌كش,9335,NRM
9411,آماده‌کنندگان غذاهای حاضری,9411,NRM
9412,کمک‌کارهای امور آشپزخانه,9412,NRM
9510,كارگران ساده خدمات خیابانی و خدمات مرتبط,9510,NRM
9520,فروشندگان دوره‌گرد مواد غیرخوراکی,9520,NRM
9614,كارگران جمع‌آوری و تفکیک زباله و مواد بازیافتی,9614,NRM
9621,پیام‌رسان‌ها، پیک‌ها و باررسان‌ها,9621,NRM
9623,کنتورخوان‌ها و مأموران جمع‌آوری پول از دستگاه‌هاي فروش خودکار,9623,NRM
9625,سایر کارکنان مشاغل ساده,9625,NRM
9629,سایر کارکنان مشاغل ساده,9629,NRM
0410,نیروهای مسلح (کادر نیروهای نظامی و انتظامی),0410,RC
0510,درجه‌داران و افسران وظیفه و سربازان نیروهای نظامی و انتظامی,0510,RC
410,نیروهای مسلح (کادر نیروهای نظامی و انتظامی),0410,RC
510,درجه‌داران و افسران وظیفه و سربازان نیروهای نظامی و انتظامی,0510,RC
